airport,iana_timezone,source
PGU,Asia/Tehran,OpenFlights airports.dat
PGV,America/New_York,OpenFlights airports.dat
PGX,Europe/Paris,OpenFlights airports.dat
PHA,Asia/Saigon,OpenFlights airports.dat
PHB,America/Fortaleza,OpenFlights airports.dat
PHC,Africa/Lagos,OpenFlights airports.dat
PHD,America/New_York,OpenFlights airports.dat
PHE,Australia/Perth,OpenFlights airports.dat
PHF,America/New_York,OpenFlights airports.dat
PHK,America/New_York,OpenFlights airports.dat
PHL,America/New_York,OpenFlights airports.dat
PHN,America/New_York,OpenFlights airports.dat
PHS,Asia/Bangkok,OpenFlights airports.dat
PHW,Africa/Johannesburg,OpenFlights airports.dat
PHX,America/Phoenix,OpenFlights airports.dat
PHY,Asia/Bangkok,OpenFlights airports.dat
PIA,America/Chicago,OpenFlights airports.dat
PIB,America/Chicago,OpenFlights airports.dat
PID,America/Nassau,OpenFlights airports.dat
PIE,America/New_York,OpenFlights airports.dat
PIF,Asia/Taipei,OpenFlights airports.dat
PIH,America/Denver,OpenFlights airports.dat
PIK,Europe/London,OpenFlights airports.dat
PIL,America/Asuncion,OpenFlights airports.dat
PIM,America/New_York,OpenFlights airports.dat
PIN,America/Boa_Vista,OpenFlights airports.dat
PIO,America/Lima,OpenFlights airports.dat
PIP,America/Anchorage,OpenFlights airports.dat
PIR,America/Chicago,OpenFlights airports.dat
PIS,Europe/Paris,OpenFlights airports.dat
PIT,America/New_York,OpenFlights airports.dat
PIU,America/Lima,OpenFlights airports.dat
PIX,Atlantic/Azores,OpenFlights airports.dat
PIZ,America/Anchorage,OpenFlights airports.dat
PJA,Europe/Stockholm,OpenFlights airports.dat
PJC,America/Asuncion,OpenFlights airports.dat
PJG,Asia/Karachi,OpenFlights airports.dat
PJM,America/Costa_Rica,OpenFlights airports.dat
PKA,America/Anchorage,OpenFlights airports.dat
PKB,America/New_York,OpenFlights airports.dat
PKC,Asia/Anadyr,OpenFlights airports.dat
PKE,Australia/Sydney,OpenFlights airports.dat
PKG,Asia/Kuala_Lumpur,OpenFlights airports.dat
PKH,Europe/Athens,OpenFlights airports.dat
PKK,Asia/Rangoon,OpenFlights airports.dat
PKN,Asia/Jakarta,OpenFlights airports.dat
PKP,Pacific/Tahiti,OpenFlights airports.dat
PKR,Asia/Katmandu,OpenFlights airports.dat
PKU,Asia/Jakarta,OpenFlights airports.dat
PKV,Europe/Moscow,OpenFlights airports.dat
PKW,Africa/Gaborone,OpenFlights airports.dat
PKY,Asia/Jakarta,OpenFlights airports.dat
PKZ,Asia/Vientiane,OpenFlights airports.dat
PLD,America/Costa_Rica,OpenFlights airports.dat
PLH,Europe/London,OpenFlights airports.dat
PLL,America/Boa_Vista,OpenFlights airports.dat
PLM,Asia/Jakarta,OpenFlights airports.dat
PLN,America/New_York,OpenFlights airports.dat
PLO,Australia/Adelaide,OpenFlights airports.dat
PLP,America/Panama,OpenFlights airports.dat
PLQ,Europe/Vilnius,OpenFlights airports.dat
PLS,America/Grand_Turk,OpenFlights airports.dat
PLU,America/Sao_Paulo,OpenFlights airports.dat
PLV,Europe/Kiev,OpenFlights airports.dat
PLW,Asia/Makassar,OpenFlights airports.dat
PLX,Asia/Qyzylorda,OpenFlights airports.dat
PLZ,Africa/Johannesburg,OpenFlights airports.dat
PMA,Africa/Dar_es_Salaam,OpenFlights airports.dat
PMB,America/Chicago,OpenFlights airports.dat
PMC,America/Santiago,OpenFlights airports.dat
PMD,America/Los_Angeles,OpenFlights airports.dat
PMF,Europe/Rome,OpenFlights airports.dat
PMG,America/Campo_Grande,OpenFlights airports.dat
PMI,Europe/Madrid,OpenFlights airports.dat
PMK,Australia/Brisbane,OpenFlights airports.dat
PML,America/Anchorage,OpenFlights airports.dat
PMO,Europe/Rome,OpenFlights airports.dat
PMQ,America/Argentina/Rio_Gallegos,OpenFlights airports.dat
PMR,Pacific/Auckland,OpenFlights airports.dat
PMS,Asia/Damascus,OpenFlights airports.dat
PMV,America/Caracas,OpenFlights airports.dat
PMW,America/Fortaleza,OpenFlights airports.dat
PMY,America/Catamarca,OpenFlights airports.dat
PMZ,America/Costa_Rica,OpenFlights airports.dat
PNA,Europe/Madrid,OpenFlights airports.dat
PNB,America/Fortaleza,OpenFlights airports.dat
PNC,America/Chicago,OpenFlights airports.dat
PNE,America/New_York,OpenFlights airports.dat
PNH,Asia/Phnom_Penh,OpenFlights airports.dat
PNI,Pacific/Ponape,OpenFlights airports.dat
PNK,Asia/Jakarta,OpenFlights airports.dat
PNL,Europe/Rome,OpenFlights airports.dat
PNP,Pacific/Port_Moresby,OpenFlights airports.dat
PNQ,Asia/Calcutta,OpenFlights airports.dat
PNR,Africa/Brazzaville,OpenFlights airports.dat
PNS,America/Chicago,OpenFlights airports.dat
PNT,America/Santiago,OpenFlights airports.dat
PNV,Europe/Vilnius,OpenFlights airports.dat
PNY,Asia/Calcutta,OpenFlights airports.dat
PNZ,America/Fortaleza,OpenFlights airports.dat
POA,America/Sao_Paulo,OpenFlights airports.dat
POB,America/New_York,OpenFlights airports.dat
POC,America/Los_Angeles,OpenFlights airports.dat
POE,America/Chicago,OpenFlights airports.dat
POF,America/Chicago,OpenFlights airports.dat
POG,Africa/Libreville,OpenFlights airports.dat
POI,America/La_Paz,OpenFlights airports.dat
POJ,America/Sao_Paulo,OpenFlights airports.dat
POL,Africa/Maputo,OpenFlights airports.dat
POM,Pacific/Port_Moresby,OpenFlights airports.dat
POO,America/Sao_Paulo,OpenFlights airports.dat
POP,America/Santo_Domingo,OpenFlights airports.dat
POR,Europe/Helsinki,OpenFlights airports.dat
POS,America/Port_of_Spain,OpenFlights airports.dat
POT,America/Jamaica,OpenFlights airports.dat
POW,Europe/Ljubljana,OpenFlights airports.dat
POX,Europe/Paris,OpenFlights airports.dat
POZ,Europe/Warsaw,OpenFlights airports.dat
PPB,America/Sao_Paulo,OpenFlights airports.dat
PPC,America/Anchorage,OpenFlights airports.dat
PPE,America/Hermosillo,OpenFlights airports.dat
PPG,Pacific/Pago_Pago,OpenFlights airports.dat
PPK,Asia/Qyzylorda,OpenFlights airports.dat
PPL,Asia/Katmandu,OpenFlights airports.dat
PPM,America/New_York,OpenFlights airports.dat
PPN,America/Bogota,OpenFlights airports.dat
PPP,Australia/Brisbane,OpenFlights airports.dat
PPQ,Pacific/Auckland,OpenFlights airports.dat
PPS,Asia/Manila,OpenFlights airports.dat
PPT,Pacific/Tahiti,OpenFlights airports.dat
PPW,Europe/London,OpenFlights airports.dat
PQC,Asia/Saigon,OpenFlights airports.dat
PQI,America/New_York,OpenFlights airports.dat
PQQ,Australia/Sydney,OpenFlights airports.dat
PRA,America/Cordoba,OpenFlights airports.dat
PRC,America/Phoenix,OpenFlights airports.dat
PRG,Europe/Prague,OpenFlights airports.dat
PRH,Asia/Bangkok,OpenFlights airports.dat
PRI,Indian/Mahe,OpenFlights airports.dat
PRM,Europe/Lisbon,OpenFlights airports.dat
PRN,Europe/Belgrade,OpenFlights airports.dat
PRP,Europe/Paris,OpenFlights airports.dat
PRQ,America/Cordoba,OpenFlights airports.dat
PRU,Asia/Rangoon,OpenFlights airports.dat
PRV,Europe/Prague,OpenFlights airports.dat
PRY,Africa/Johannesburg,OpenFlights airports.dat
PRZ,America/Los_Angeles,OpenFlights airports.dat
PSA,Europe/Rome,OpenFlights airports.dat
PSC,America/Los_Angeles,OpenFlights airports.dat
PSD,Africa/Cairo,OpenFlights airports.dat
PSE,America/Puerto_Rico,OpenFlights airports.dat
PSG,America/Anchorage,OpenFlights airports.dat
PSH,Europe/Berlin,OpenFlights airports.dat
PSI,Asia/Karachi,OpenFlights airports.dat
PSJ,Asia/Makassar,OpenFlights airports.dat
PSL,Europe/London,OpenFlights airports.dat
PSM,America/New_York,OpenFlights airports.dat
PSO,America/Bogota,OpenFlights airports.dat
PSP,America/Los_Angeles,OpenFlights airports.dat
PSR,Europe/Rome,OpenFlights airports.dat
PSS,America/Cordoba,OpenFlights airports.dat
PSU,Asia/Jakarta,OpenFlights airports.dat
PSX,America/Chicago,OpenFlights airports.dat
PSY,Atlantic/Stanley,OpenFlights airports.dat
PSZ,America/La_Paz,OpenFlights airports.dat
PTA,America/Anchorage,OpenFlights airports.dat
PTB,America/New_York,OpenFlights airports.dat
PTF,Pacific/Fiji,OpenFlights airports.dat
PTG,Africa/Johannesburg,OpenFlights airports.dat
PTH,America/Anchorage,OpenFlights airports.dat
PTJ,Australia/Hobart,OpenFlights airports.dat
PTK,America/New_York,OpenFlights airports.dat
PTM,America/Caracas,OpenFlights airports.dat
PTP,America/Guadeloupe,OpenFlights airports.dat
PTU,America/Anchorage,OpenFlights airports.dat
PTX,America/Bogota,OpenFlights airports.dat
PTY,America/Panama,OpenFlights airports.dat
PTZ,America/Guayaquil,OpenFlights airports.dat
PUB,America/Denver,OpenFlights airports.dat
PUC,America/Denver,OpenFlights airports.dat
PUD,America/Argentina/Rio_Gallegos,OpenFlights airports.dat
PUE,America/Panama,OpenFlights airports.dat
PUF,Europe/Paris,OpenFlights airports.dat
PUG,Australia/Adelaide,OpenFlights airports.dat
PUJ,America/Santo_Domingo,OpenFlights airports.dat
PUQ,America/Santiago,OpenFlights airports.dat
PUR,America/La_Paz,OpenFlights airports.dat
PUS,Asia/Seoul,OpenFlights airports.dat
PUU,America/Bogota,OpenFlights airports.dat
PUW,America/Los_Angeles,OpenFlights airports.dat
PUY,Europe/Zagreb,OpenFlights airports.dat
PUZ,America/Managua,OpenFlights airports.dat
PVA,America/Bogota,OpenFlights airports.dat
PVC,America/New_York,OpenFlights airports.dat
PVD,America/New_York,OpenFlights airports.dat
PVG,Asia/Shanghai,OpenFlights airports.dat
PVH,America/Boa_Vista,OpenFlights airports.dat
PVK,Europe/Athens,OpenFlights airports.dat
PVL,America/New_York,OpenFlights airports.dat
PVO,America/Guayaquil,OpenFlights airports.dat
PVR,America/Mexico_City,OpenFlights airports.dat
PVS,Asia/Anadyr,OpenFlights airports.dat
PVU,America/Denver,OpenFlights airports.dat
PWA,America/Chicago,OpenFlights airports.dat
PWK,America/Chicago,OpenFlights airports.dat
PWM,America/New_York,OpenFlights airports.dat
PWQ,Asia/Qyzylorda,OpenFlights airports.dat
PWT,America/Los_Angeles,OpenFlights airports.dat
PXH,Australia/Adelaide,OpenFlights airports.dat
PXM,America/Mexico_City,OpenFlights airports.dat
PXO,Europe/Lisbon,OpenFlights airports.dat
PXR,Asia/Bangkok,OpenFlights airports.dat
PXU,Asia/Saigon,OpenFlights airports.dat
PYE,Pacific/Rarotonga,OpenFlights airports.dat
PYH,America/Caracas,OpenFlights airports.dat
PYJ,Asia/Yakutsk,OpenFlights airports.dat
PYM,America/New_York,OpenFlights airports.dat
PYR,Europe/Athens,OpenFlights airports.dat
PYY,Asia/Bangkok,OpenFlights airports.dat
PZB,Africa/Johannesburg,OpenFlights airports.dat
PZE,Europe/London,OpenFlights airports.dat
PZH,Asia/Karachi,OpenFlights airports.dat
PZI,Asia/Shanghai,OpenFlights airports.dat
PZO,America/Caracas,OpenFlights airports.dat
PZS,America/Santiago,OpenFlights airports.dat
PZU,Africa/Khartoum,OpenFlights airports.dat
PZY,Europe/Bratislava,OpenFlights airports.dat
QBC,America/Vancouver,OpenFlights airports.dat
QCJ,America/Sao_Paulo,OpenFlights airports.dat
QCY,Europe/London,OpenFlights airports.dat
QDJ,Africa/Algiers,OpenFlights airports.dat
QEF,Europe/Berlin,OpenFlights airports.dat
QFO,Europe/London,OpenFlights airports.dat
QGU,Asia/Tokyo,OpenFlights airports.dat
QHR,Africa/Addis_Ababa,OpenFlights airports.dat
QIG,America/Fortaleza,OpenFlights airports.dat
QJB,Asia/Riyadh,OpenFlights airports.dat
QLA,Europe/London,OpenFlights airports.dat
QLD,Africa/Algiers,OpenFlights airports.dat
QLF,Europe/Helsinki,OpenFlights airports.dat
QLR,Europe/Lisbon,OpenFlights airports.dat
QLS,Europe/Zurich,OpenFlights airports.dat
QLT,Europe/Rome,OpenFlights airports.dat
QNC,Europe/Zurich,OpenFlights airports.dat
QNJ,Europe/Paris,OpenFlights airports.dat
QNV,America/Sao_Paulo,OpenFlights airports.dat
QOW,Africa/Lagos,OpenFlights airports.dat
QPA,Europe/Rome,OpenFlights airports.dat
QPD,America/Havana,OpenFlights airports.dat
QPG,Asia/Singapore,OpenFlights airports.dat
QPS,America/Sao_Paulo,OpenFlights airports.dat
QRA,Africa/Johannesburg,OpenFlights airports.dat
QRC,America/Santiago,OpenFlights airports.dat
QRO,America/Mexico_City,OpenFlights airports.dat
QRW,Africa/Lagos,OpenFlights airports.dat
QSA,Europe/Madrid,OpenFlights airports.dat
QSC,America/Sao_Paulo,OpenFlights airports.dat
QSF,Africa/Algiers,OpenFlights airports.dat
QSR,Europe/Rome,OpenFlights airports.dat
QUO,Africa/Lagos,OpenFlights airports.dat
QUY,Europe/London,OpenFlights airports.dat
QXH,Europe/Berlin,OpenFlights airports.dat
QYD,Europe/Warsaw,OpenFlights airports.dat
RAB,Pacific/Port_Moresby,OpenFlights airports.dat
RAC,America/Chicago,OpenFlights airports.dat
RAE,Asia/Riyadh,OpenFlights airports.dat
RAH,Asia/Riyadh,OpenFlights airports.dat
RAI,Atlantic/Cape_Verde,OpenFlights airports.dat
RAJ,Asia/Calcutta,OpenFlights airports.dat
RAK,Africa/Casablanca,OpenFlights airports.dat
RAL,America/Los_Angeles,OpenFlights airports.dat
RAM,Australia/Darwin,OpenFlights airports.dat
RAO,America/Sao_Paulo,OpenFlights airports.dat
RAP,America/Denver,OpenFlights airports.dat
RAR,Pacific/Rarotonga,OpenFlights airports.dat
RAS,Asia/Tehran,OpenFlights airports.dat
RAT,Asia/Yekaterinburg,OpenFlights airports.dat
RAZ,Asia/Karachi,OpenFlights airports.dat
RBA,Africa/Casablanca,OpenFlights airports.dat
RBB,America/Boa_Vista,OpenFlights airports.dat
RBD,America/Chicago,OpenFlights airports.dat
RBE,Asia/Phnom_Penh,OpenFlights airports.dat
RBK,America/Los_Angeles,OpenFlights airports.dat
RBL,America/Los_Angeles,OpenFlights airports.dat
RBM,Europe/Berlin,OpenFlights airports.dat
RBQ,America/La_Paz,OpenFlights airports.dat
RBR,America/Rio_Branco,OpenFlights airports.dat
RBV,Pacific/Guadalcanal,OpenFlights airports.dat
RBX,Africa/Juba,OpenFlights airports.dat
RBY,America/Anchorage,OpenFlights airports.dat
RCA,America/Denver,OpenFlights airports.dat
RCB,Africa/Johannesburg,OpenFlights airports.dat
RCH,America/Bogota,OpenFlights airports.dat
RCL,Pacific/Efate,OpenFlights airports.dat
RCO,Europe/Paris,OpenFlights airports.dat
RCQ,America/Cordoba,OpenFlights airports.dat
RCS,Europe/London,OpenFlights airports.dat
RCU,America/Cordoba,OpenFlights airports.dat
RCY,America/Nassau,OpenFlights airports.dat
RDC,America/Belem,OpenFlights airports.dat
RDD,America/Los_Angeles,OpenFlights airports.dat
RDG,America/New_York,OpenFlights airports.dat
RDM,America/Los_Angeles,OpenFlights airports.dat
RDN,Asia/Kuala_Lumpur,OpenFlights airports.dat
RDO,Europe/Warsaw,OpenFlights airports.dat
RDR,America/Chicago,OpenFlights airports.dat
RDS,America/Argentina/Salta,OpenFlights airports.dat
RDU,America/New_York,OpenFlights airports.dat
RDZ,Europe/Paris,OpenFlights airports.dat
REB,Europe/Berlin,OpenFlights airports.dat
REC,America/Fortaleza,OpenFlights airports.dat
REG,Europe/Rome,OpenFlights airports.dat
REL,America/Catamarca,OpenFlights airports.dat
REN,Asia/Yekaterinburg,OpenFlights airports.dat
REP,Asia/Phnom_Penh,OpenFlights airports.dat
RER,America/Guatemala,OpenFlights airports.dat
RES,America/Cordoba,OpenFlights airports.dat
RET,Europe/Oslo,OpenFlights airports.dat
REU,Europe/Madrid,OpenFlights airports.dat
REX,America/Mexico_City,OpenFlights airports.dat
REY,America/La_Paz,OpenFlights airports.dat
RFD,America/Chicago,OpenFlights airports.dat
RFP,Pacific/Tahiti,OpenFlights airports.dat
RFS,America/Managua,OpenFlights airports.dat
RGA,America/Argentina/Ushuaia,OpenFlights airports.dat
RGI,Pacific/Tahiti,OpenFlights airports.dat
RGK,Asia/Krasnoyarsk,OpenFlights airports.dat
RGL,America/Argentina/Rio_Gallegos,OpenFlights airports.dat
RGN,Asia/Rangoon,OpenFlights airports.dat
RGO,Asia/Pyongyang,OpenFlights airports.dat
RGS,Europe/Madrid,OpenFlights airports.dat
RGT,Asia/Jakarta,OpenFlights airports.dat
RHD,America/Cordoba,OpenFlights airports.dat
RHE,Europe/Paris,OpenFlights airports.dat
RHI,America/Chicago,OpenFlights airports.dat
RHO,Europe/Athens,OpenFlights airports.dat
RHP,Asia/Katmandu,OpenFlights airports.dat
RIA,America/Sao_Paulo,OpenFlights airports.dat
RIB,America/La_Paz,OpenFlights airports.dat
RIC,America/New_York,OpenFlights airports.dat
RIL,America/Denver,OpenFlights airports.dat
RIN,Pacific/Guadalcanal,OpenFlights airports.dat
RIS,Asia/Tokyo,OpenFlights airports.dat
RIV,America/Los_Angeles,OpenFlights airports.dat
RIW,America/Denver,OpenFlights airports.dat
RIX,Europe/Riga,OpenFlights airports.dat
RIY,Asia/Aden,OpenFlights airports.dat
RJA,Asia/Calcutta,OpenFlights airports.dat
RJH,Asia/Dhaka,OpenFlights airports.dat
RJK,Europe/Zagreb,OpenFlights airports.dat
RJL,Europe/Madrid,OpenFlights airports.dat
RJN,Asia/Tehran,OpenFlights airports.dat
RKD,America/New_York,OpenFlights airports.dat
RKE,Europe/Copenhagen,OpenFlights airports.dat
RKH,America/New_York,OpenFlights airports.dat
RKP,America/Chicago,OpenFlights airports.dat
RKS,America/Denver,OpenFlights airports.dat
RKT,Asia/Dubai,OpenFlights airports.dat
RKV,Atlantic/Reykjavik,OpenFlights airports.dat
RKZ,Asia/Shanghai,OpenFlights airports.dat
RLG,Europe/Berlin,OpenFlights airports.dat
RLK,Asia/Shanghai,OpenFlights airports.dat
RMA,Australia/Brisbane,OpenFlights airports.dat
RME,America/New_York,OpenFlights airports.dat
RMF,Africa/Cairo,OpenFlights airports.dat
RMG,America/New_York,OpenFlights airports.dat
RMI,Europe/Rome,OpenFlights airports.dat
RMK,Australia/Adelaide,OpenFlights airports.dat
RML,Asia/Colombo,OpenFlights airports.dat
RMQ,Asia/Taipei,OpenFlights airports.dat
RMS,Europe/Berlin,OpenFlights airports.dat
RMY,America/Los_Angeles,OpenFlights airports.dat
RNA,Pacific/Guadalcanal,OpenFlights airports.dat
RNB,Europe/Stockholm,OpenFlights airports.dat
RND,America/Chicago,OpenFlights airports.dat
RNE,Europe/Paris,OpenFlights airports.dat
RNI,America/Managua,OpenFlights airports.dat
RNJ,Asia/Tokyo,OpenFlights airports.dat
RNL,Pacific/Guadalcanal,OpenFlights airports.dat
RNN,Europe/Copenhagen,OpenFlights airports.dat
RNO,America/Los_Angeles,OpenFlights airports.dat
RNS,Europe/Paris,OpenFlights airports.dat
RNT,America/Los_Angeles,OpenFlights airports.dat
ROA,America/New_York,OpenFlights airports.dat
ROB,Africa/Monrovia,OpenFlights airports.dat
ROC,America/New_York,OpenFlights airports.dat
ROD,Africa/Johannesburg,OpenFlights airports.dat
ROI,Asia/Bangkok,OpenFlights airports.dat
ROK,Australia/Brisbane,OpenFlights airports.dat
ROO,America/Campo_Grande,OpenFlights airports.dat
ROP,Pacific/Saipan,OpenFlights airports.dat
ROR,Pacific/Palau,OpenFlights airports.dat
ROS,America/Cordoba,OpenFlights airports.dat
ROT,Pacific/Auckland,OpenFlights airports.dat
ROV,Europe/Moscow,OpenFlights airports.dat
ROW,America/Denver,OpenFlights airports.dat
ROZ,Europe/Madrid,OpenFlights airports.dat
RPB,Australia/Darwin,OpenFlights airports.dat
RPN,Asia/Jerusalem,OpenFlights airports.dat
RPR,Asia/Calcutta,OpenFlights airports.dat
RRG,Indian/Mauritius,OpenFlights airports.dat
RRK,Asia/Calcutta,OpenFlights airports.dat
RRS,Europe/Oslo,OpenFlights airports.dat
RSA,America/Argentina/Salta,OpenFlights airports.dat
RSD,America/Nassau,OpenFlights airports.dat
RSH,America/Anchorage,OpenFlights airports.dat
RSS,Africa/Khartoum,OpenFlights airports.dat
RST,America/Chicago,OpenFlights airports.dat
RSU,Asia/Seoul,OpenFlights airports.dat
RSW,America/New_York,OpenFlights airports.dat
RTA,Pacific/Fiji,OpenFlights airports.dat
RTB,America/Tegucigalpa,OpenFlights airports.dat
RTG,Asia/Makassar,OpenFlights airports.dat
RTM,Europe/Amsterdam,OpenFlights airports.dat
RTS,Australia/Perth,OpenFlights airports.dat
RTW,Europe/Moscow,OpenFlights airports.dat
RUA,Africa/Kampala,OpenFlights airports.dat
RUD,Asia/Tehran,OpenFlights airports.dat
RUH,Asia/Riyadh,OpenFlights airports.dat
RUI,America/Denver,OpenFlights airports.dat
RUK,Asia/Katmandu,OpenFlights airports.dat
RUM,Asia/Katmandu,OpenFlights airports.dat
RUN,Indian/Reunion,OpenFlights airports.dat
RUS,Pacific/Guadalcanal,OpenFlights airports.dat
RUT,America/New_York,OpenFlights airports.dat
RVA,Indian/Antananarivo,OpenFlights airports.dat
RVD,America/Sao_Paulo,OpenFlights airports.dat
